番号,山名,別名,山頂名,読み,都道府県,標高,所在地,地図,緯度,経度,三角点名等,備考
152,氷上山,"","",ひかみさん,岩手県,874,北上高地,https://maps.gsi.go.jp/#15/39.05888888888889/141.66055555555556,39°03′32″,141°39′38″,氷上山,Ｈ22三角点標高改訂
153,室根山,"","",むろねさん,岩手県,895,北上高地,https://maps.gsi.go.jp/#15/38.97527777777778/141.44722222222222,38°58′31″,141°26′50″,室根山,""
154,徳仙丈山,"","",とくせんじょうやま,宮城県,710,北上高地,https://maps.gsi.go.jp/#15/38.848333333333336/141.47,38°50′54″,141°28′12″,津谷,Ｈ23三角点標高改訂
155,金華山,"","",きんかさん,宮城県,444,北上高地,https://maps.gsi.go.jp/#15/38.29527777777778/141.56666666666666,38°17′43″,141°34′00″,金華山,Ｈ23三角点標高改訂
156,八甲田山,"",大岳,はっこうださん<おおだけ>,青森県,1585,奥羽山脈北部（八甲田山とその周辺）,https://maps.gsi.go.jp/#15/40.65888888888889/140.87722222222223,40°39′32″,140°52′38″,八甲田山,Ｈ22三角点標高改訂
157,八甲田山,"",高田大岳,はっこうださん<たかだおおだけ>,青森県,1552,奥羽山脈北部（八甲田山とその周辺）,https://maps.gsi.go.jp/#15/40.65277777777778/140.90833333333333,40°39′10″,140°54′30″,標高点,""
158,櫛ヶ峯,上岳,"",くしがみね（かみだけ）,青森県,1517,奥羽山脈北部（八甲田山とその周辺）,https://maps.gsi.go.jp/#15/40.60305555555556/140.8425,40°36′11″,140°50′33″,櫛ケ峰,Ｈ22三角点標高改訂
159,戸来岳,"",三ッ岳,へらいだけ<みつだけ>,青森県,1159,奥羽山脈北部（八甲田山とその周辺）,https://maps.gsi.go.jp/#15/40.45305555555556/141.0013888888889,40°27′11″,141°00′05″,戸来嶽,Ｈ26三角点標高改訂
160,白地山,"","",しろじやま,秋田県,1034,奥羽山脈北部（八甲田山とその周辺）,https://maps.gsi.go.jp/#15/40.447222222222216/140.78805555555556,40°26′50″,140°47′17″,白地山,""
161,中岳,"","",なかだけ,"秋田県, 岩手県",1024,奥羽山脈北部,https://maps.gsi.go.jp/#15/40.24611111111111/140.94444444444446,40°14′46″,140°56′40″,中岳,ちゅうだけ
162,稲庭岳,"","",いなにわだけ,岩手県,1078,奥羽山脈北部,https://maps.gsi.go.jp/#15/40.198611111111106/141.04611111111112,40°11′55″,141°02′46″,稲庭岳,""
163,五ノ宮嶽,"","",ごのみやだけ,秋田県,1115,奥羽山脈北部,https://maps.gsi.go.jp/#15/40.145833333333336/140.84583333333333,40°08′45″,140°50′45″,五ノ宮,""
164,七時雨山,"","",ななしぐれやま,岩手県,1063,奥羽山脈北部,https://maps.gsi.go.jp/#15/40.06916666666667/141.10555555555555,40°04′09″,141°06′20″,標高点,""
165,森吉山,"","",もりよしざん,秋田県,1454,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.97666666666667/140.54416666666665,39°58′36″,140°32′39″,森吉山,""
166,焼山,"","",やけやま,秋田県,1366,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.96388888888889/140.75694444444446,39°57′50″,140°45′25″,焼山,""
167,八幡平,"","",はちまんたい,岩手県,1613,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.95777777777778/140.85416666666666,39°57′28″,140°51′15″,八幡平,Ｈ23三角点標高改訂
168,八幡平,"",茶臼岳,はちまんたい<ちゃうすだけ>,岩手県,1578,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.950833333333335/140.89888888888888,39°57′03″,140°53′56″,茶臼岳,""
169,八幡平,"",畚岳,はちまんたい<もっこだけ>,秋田県,1578,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.93583333333333/140.85055555555556,39°56′09″,140°51′02″,小引岳,""
170,大深岳,"","",おおふかだけ,"岩手県, 秋田県",1541,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.88111111111111/140.87972222222223,39°52′52″,140°52′47″,大深岳,Ｈ23三角点標高改訂
171,岩手山,"","",いわてさん,岩手県,2038,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.8525/141.0011111111111,39°51′09″,141°00′04″,岩手山,""
172,烏帽子岳,乳頭山,"",えぼしだけ（にゅうとうざん）,"岩手県, 秋田県",1478,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.805/140.83861111111113,39°48′18″,140°50′19″,標高点,""
173,駒ヶ岳,"",男女岳,こまがたけ<おなめだけ>,秋田県,1637,奥羽山脈北部,https://maps.gsi.go.jp/#15/39.76111111111111/140.79944444444445,39°45′40″,140°47′58″,駒ケ岳,""
174,岩木山,"","",いわきさん,青森県,1625,白神山地,https://maps.gsi.go.jp/#15/40.655833333333334/140.30305555555557,40°39′21″,140°18′11″,岩木山,""
175,向白神岳,"","",むかいしらかみだけ,青森県,1250,白神山地,https://maps.gsi.go.jp/#15/40.52388888888889/140.04555555555555,40°31′26″,140°02′44″,標高点,""
176,白神岳,"","",しらかみだけ,青森県,1235,白神山地,https://maps.gsi.go.jp/#15/40.5075/140.01833333333335,40°30′27″,140°01′06″,標高点,""
177,二ッ森,"","",ふたつもり,"青森県, 秋田県",1086,白神山地,https://maps.gsi.go.jp/#15/40.434999999999995/140.11777777777777,40°26′06″,140°07′04″,泊岳,Ｈ26三角点標高改訂
178,駒ヶ岳,"","",こまがたけ,秋田県,1158,白神山地,https://maps.gsi.go.jp/#15/40.41277777777778/140.2511111111111,40°24′46″,140°15′04″,駒ケ岳,藤里駒ヶ岳（ふじさとこまがたけ）
179,田代岳,"","",たしろだけ,秋田県,1178,白神山地,https://maps.gsi.go.jp/#15/40.42861111111111/140.4088888888889,40°25′43″,140°24′32″,田代山,""
180,房住山,"","",ぼうじゅうさん,秋田県,409,出羽山地,https://maps.gsi.go.jp/#15/40.06055555555555/140.2161111111111,40°03′38″,140°12′58″,孫一長峰,""
181,太平山,"","",たいへいざん,秋田県,1170,出羽山地,https://maps.gsi.go.jp/#15/39.79694444444444/140.31055555555557,39°47′49″,140°18′38″,太平山,Ｈ26三角点標高改訂
182,大仏岳,"","",だいぶつだけ,秋田県,1167,出羽山地,https://maps.gsi.go.jp/#15/39.81361111111111/140.51555555555555,39°48′49″,140°30′56″,大佛岳,""
183,東光山,"","",とうこうさん,秋田県,594,出羽山地,https://maps.gsi.go.jp/#15/39.406388888888884/140.16166666666666,39°24′23″,140°09′42″,標高点,""
184,八塩山,"","",やしおやま,秋田県,713,出羽山地,https://maps.gsi.go.jp/#15/39.236666666666665/140.2277777777778,39°14′12″,140°13′40″,大八汐,""
185,鳥海山,"",新山,ちょうかいざん<しんざん>,山形県,2236,出羽山地,https://maps.gsi.go.jp/#15/39.09916666666667/140.04888888888888,39°05′57″,140°02′56″,測定点,""
186,丁岳,"","",ひのとだけ,"秋田県, 山形県",1146,出羽山地,https://maps.gsi.go.jp/#15/39.03194444444444/140.21944444444443,39°01′55″,140°13′10″,丁岳,""
187,甑山,"",男甑山,こしきやま<おとここしきやま>,山形県,981,出羽山地,https://maps.gsi.go.jp/#15/39.011944444444445/140.31055555555557,39°00′43″,140°18′38″,母子鬼山,""
188,[加無山],"",男加無山,[かぶやま]<おかぶやま>,山形県,997,出羽山地,https://maps.gsi.go.jp/#15/39.00944444444445/140.2602777777778,39°00′34″,140°15′37″,加無,""
189,寒風山,"","",かんぷうざん,秋田県,355,男鹿半島,https://maps.gsi.go.jp/#15/39.933611111111105/139.8752777777778,39°56′01″,139°52′31″,寒風山,""
190,本山,"","",ほんざん,秋田県,715,男鹿半島,https://maps.gsi.go.jp/#15/39.90694444444444/139.7538888888889,39°54′25″,139°45′14″,男鹿島,""
191,東根山,"","",あずまねやま,岩手県,928,奥羽山脈中部,https://maps.gsi.go.jp/#15/39.587500000000006/141.05972222222223,39°35′15″,141°03′35″,東根山,""
192,和賀岳,"","",わがだけ,"岩手県, 秋田県",1439,奥羽山脈中部,https://maps.gsi.go.jp/#15/39.57027777777778/140.75416666666666,39°34′13″,140°45′15″,和賀嶽,Ｈ26三角点標高改訂
193,真昼岳,"","",まひるだけ,"岩手県, 秋田県",1059,奥羽山脈中部,https://maps.gsi.go.jp/#15/39.44777777777777/140.67666666666665,39°26′52″,140°40′36″,真昼岳,Ｈ26三角点標高改訂
194,黒森,"","",くろもり,岩手県,944,奥羽山脈中部,https://maps.gsi.go.jp/#15/39.348333333333336/140.86833333333334,39°20′54″,140°52′06″,和黒森山,Ｈ22三角点標高改訂
195,焼石岳,"","",やけいしだけ,岩手県,1547,奥羽山脈中部,https://maps.gsi.go.jp/#15/39.16361111111111/140.82888888888888,39°09′49″,140°49′44″,焼石岳,Ｈ23三角点標高改訂
196,栗駒山,"","",くりこまやま,"岩手県, 宮城県",1626,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.96083333333333/140.78833333333333,38°57′39″,140°47′18″,酢川岳,須川岳（すかわだけ）　Ｈ26三角点標高改訂
197,高松岳,"","",たかまつだけ,秋田県,1348,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.9675/140.6063888888889,38°58′03″,140°36′23″,標高点,""
198,虎毛山,"","",とらげさん,秋田県,1433,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.90472222222222/140.6188888888889,38°54′17″,140°37′08″,須金岳,""
199,荒雄岳,"","",あらおだけ,宮城県,984,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.83305555555556/140.69166666666666,38°49′59″,140°41′30″,荒雄岳,""
200,神室山,"","",かむろさん,"秋田県, 山形県",1365,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.90222222222222/140.4922222222222,38°54′08″,140°29′32″,神室山,""
201,火打岳,"","",ひうちだけ,山形県,1238,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.84027777777778/140.44861111111112,38°50′25″,140°26′55″,火打岳,""
202,杢蔵山,"","",もくぞうやま,山形県,1026,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.78944444444444/140.4013888888889,38°47′22″,140°24′05″,木葛岳,Ｈ21三角点標高改訂
203,禿岳,小鏑山,"",かむろだけ（こかぶらやま）,"山形県, 宮城県",1261,奥羽山脈中部,https://maps.gsi.go.jp/#15/38.81083333333333/140.595,38°48′39″,140°35′42″,小鏑,Ｈ23三角点標高改訂
204,箟岳山,"","",ののだけやま,宮城県,236,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.56583333333333/141.1786111111111,38°33′57″,141°10′43″,標高点,""
205,大高森,"","",おおたかもり,宮城県,105,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.34055555555556/141.1525,38°20′26″,141°09′09″,大高森,Ｈ15三角点改測
206,翁山,"","",おきなさん,山形県,1075,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.65083333333333/140.54472222222222,38°39′03″,140°32′41″,翁峠,山名変更：Ｈ25関係自治体からの申請による
207,薬萊山,"","",やくらいさん,宮城県,553,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.57555555555556/140.70527777777778,38°34′32″,140°42′19″,薬来山,""
208,船形山,御所山,"",ふながたやま（ごしょざん）,"宮城県, 山形県",1500,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.455555555555556/140.62,38°27′20″,140°37′12″,舟形山,""
209,泉ヶ岳,"","",いずみがたけ,宮城県,1175,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.411944444444444/140.70888888888888,38°24′43″,140°42′32″,測定点,""
210,太白山,"","",たいはくさん,宮城県,321,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.235/140.80222222222224,38°14′06″,140°48′08″,生出森,""
211,大東岳,"","",だいとうだけ,宮城県,1365,奥羽山脈南部,https://maps.gsi.go.jp/#15/38.30222222222222/140.52361111111114,38°18′08″,140°31′25″,大東山,おおあずまだけ　Ｈ26三角点標高改訂
212,蔵王山,"",熊野岳,ざおうざん（ざおうさん）<くまのだけ>,山形県,1841,奥羽山脈南部（蔵王山とその周辺）,https://maps.gsi.go.jp/#15/38.14361111111111/140.44,38°08′37″,140°26′24″,測定点,山名変更：Ｈ30関係自治体からの申請による
213,蔵王山,"",刈田岳,ざおうざん（ざおうさん）<かっただけ>,宮城県,1758,奥羽山脈南部（蔵王山とその周辺）,https://maps.gsi.go.jp/#15/38.12777777777778/140.44805555555556,38°07′40″,140°26′53″,刈田岳,山名変更：Ｈ30関係自治体からの申請による
214,蔵王山,"",屏風岳,ざおうざん（ざおうさん）<びょうぶだけ>,宮城県,1825,奥羽山脈南部（蔵王山とその周辺）,https://maps.gsi.go.jp/#15/38.09583333333334/140.47611111111112,38°05′45″,140°28′34″,標高点,山名変更：Ｈ30関係自治体からの申請による
215,蔵王山,"",不忘山（御前岳）,ざおうざん（ざおうさん）<ふぼうさん（ごぜんだけ）>,宮城県,1705,奥羽山脈南部（蔵王山とその周辺）,https://maps.gsi.go.jp/#15/38.07555555555556/140.4788888888889,38°04′32″,140°28′44″,不忘山,山名変更：Ｈ30関係自治体からの申請による
216,青麻山,"","",あおそやま,宮城県,799,奥羽山脈南部（蔵王山とその周辺）,https://maps.gsi.go.jp/#15/38.084722222222226/140.6075,38°05′05″,140°36′27″,青麻,""
217,栗子山,"","",くりこやま,"福島県, 山形県",1217,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.87444444444444/140.27,37°52′28″,140°16′12″,栗子山,""
218,信夫山,"","",しのぶやま,福島県,275,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.770833333333336/140.46166666666664,37°46′15″,140°27′42″,測定点,""
219,西吾妻山,"","",にしあづまやま,"福島県, 山形県",2035,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.73833333333334/140.14083333333332,37°44′18″,140°08′27″,標高点,""
220,西吾妻山,"",西大巓,にしあづまやま<にしだいてん>,"山形県, 福島県",1982,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.73388888888889/140.1277777777778,37°44′02″,140°07′40″,西吾妻山,""
221,西吾妻山,"",東大巓,にしあづまやま<ひがしだいてん>,"福島県, 山形県",1928,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.754444444444445/140.1888888888889,37°45′16″,140°11′20″,小吾妻,""
222,東吾妻山,"","",ひがしあづまやま,福島県,1975,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.711666666666666/140.2302777777778,37°42′42″,140°13′49″,東吾妻,""
223,東吾妻山,"",一切経山,ひがしあづまやま<いっさいきょうざん>,福島県,1949,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.73527777777778/140.24444444444444,37°44′07″,140°14′40″,吾妻山,""
224,東吾妻山,"",吾妻小富士,ひがしあづまやま<あづまこふじ>,福島県,1707,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.72222222222222/140.26361111111112,37°43′20″,140°15′49″,標高点,""
225,箕輪山,"","",みのわやま,福島県,1728,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.64722222222222/140.28083333333333,37°38′50″,140°16′51″,標高点,""
226,安達太良山,"",鉄山,あだたらやま<てつざん>,福島県,1709,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.63305555555556/140.28305555555556,37°37′59″,140°16′59″,測定点,鉄山（くろがねやま）　Ｈ26三角点標高改訂に伴う標高改訂
227,安達太良山,"","",あだたらやま,福島県,1700,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.62111111111111/140.28777777777776,37°37′16″,140°17′16″,大関平,""
228,磐梯山,"","",ばんだいさん,福島県,1816,奥羽山脈南部（吾妻山とその周辺）,https://maps.gsi.go.jp/#15/37.60111111111111/140.07222222222222,37°36′04″,140°04′20″,磐梯,Ｈ22三角点再設置
229,高館山,"","",たかだてやま,山形県,273,朝日山地,https://maps.gsi.go.jp/#15/38.76305555555555/139.74749999999997,38°45′47″,139°44′51″,高舘山,Ｈ23三角点再設置
230,金峰山,"","",きんぼうさん,山形県,471,朝日山地,https://maps.gsi.go.jp/#15/38.68222222222222/139.79805555555555,38°40′56″,139°47′53″,標高点,""
231,羽黒山,"","",はぐろさん,山形県,414,朝日山地,https://maps.gsi.go.jp/#15/38.7025/139.98277777777778,38°42′09″,139°58′58″,標高点,""
232,月山,"","",がっさん,山形県,1984,朝日山地,https://maps.gsi.go.jp/#15/38.54888888888889/140.02694444444447,38°32′56″,140°01′37″,標高点,""
